acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.14073886923886736,1.10510736411733,0.015922823069980892,-3.156516585244413,4.139242795437741,0.6141487041413943,WAL
-0.09738682178910614,0.8101338192063551,0.11084847141043863,5.4784252464204775,1.5026165910563067,-0.773134486639659,WAL
0.0747467576406723,1.2154449816071327,-0.031559816658227685,-4.5986493028196405,10.085629529954176,-0.8286975160457659,WAL
0.3039159559751753,1.336001968000128,0.14055043515857274,-0.7770717557309637,8.96434912778348,0.9134938840431539,WAL
0.3038383761566844,1.5159792104083702,-0.0004572841983926765,-1.5040092239153537,6.670215108139335,-5.778690816367722,WAL
0.18593714299414632,1.488868727001679,-0.06837802780756838,-2.0096144979103263,9.045455640885848,-5.370078800700817,WAL
0.16071828771926208,1.4636979512150747,-0.06217335356271408,2.5450888493620565,10.449329799959555,-0.286906963004702,WAL
0.20918922290847752,1.1124150320572705,-0.13440043212222522,-7.806690292092827,8.627517394864608,-2.4668370935489383,WAL
0.171786110289314,1.1706015974078676,-0.013133286915638576,-5.6243589719587925,4.950918659721027,-0.22135168251335316,WAL
0.35167050626558594,1.426340117172447,-0.09690858538146167,7.982216591504734,12.10987412563078,-1.939357075637492,WAL
0.12505881658776202,1.1126148890329346,-0.11144071700522395,-13.057547751330603,5.791341241887404,3.5923901517972427,WAL
0.1295750786458277,1.0235262326512256,0.054344499208811514,-1.2524619500046554,2.161441379065076,4.281031168743803,WAL
-0.1397919450825154,1.3535958547110634,-0.022757589613146313,-6.75377028776267,1.06990946659493,-1.1080907831732383,WAL
-0.09432254344124315,1.1065685101953755,0.15638592741345916,-2.793622775474505,-0.5510473584524684,2.8984738994412784,WAL
-0.28712441373930075,0.6682233182429166,-0.16888420724765332,-0.26516562686463435,-6.0836708277426474,0.6723205710720986,WAL
-0.24233390383803702,0.35051600521029824,-0.014817893263750834,-13.846541905918874,-10.36038802993321,-1.471734338342828,WAL
